Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
4069,588,3,7,1,4,10251.36,204.53,2.24,2.7,0,0.82,8.59,0.0
4070,669,6,2,3,1,10391.78,57.86,4.09,9.0,4,0.723,62.05,1.0
4071,65,4,8,1,4,5070.97,338.39,2.35,10.0,1,0.541,8.93,1.0
4072,264,1,6,0,0,2431.54,351.35,3.05,9.2,2,0.689,1.78,1.0
4073,586,0,8,3,2,9669.75,360.73,2.63,7.8,1,0.997,27.96,0.0
4074,150,6,8,3,3,2360.73,364.51,2.71,8.1,3,0.524,5.45,1.0
4075,194,2,3,0,4,8888.14,1.03,4.4,5.7,4,0.848,1.23,1.0
4076,142,6,0,2,0,10554.62,477.01,2.18,1.9,0,0.921,6.47,0.0
4077,323,6,4,0,1,10658.87,407.29,3.27,6.8,2,0.824,6.9,1.0
4078,729,2,1,2,0,11425.35,452.09,2.59,7.1,4,0.785,27.18,1.0
4079,308,0,5,3,4,13156.46,8.81,1.4,9.9,4,0.854,81.32,1.0
4080,13,1,0,1,4,7749.41,467.0,2.81,5.4,2,0.715,54.35,1.0
4081,624,5,8,2,1,11088.61,405.08,3.88,2.7,4,0.546,21.89,1.0
4082,603,3,5,0,3,9478.0,418.77,1.53,6.8,0,0.981,0.67,1.0
4083,0,4,0,2,2,3206.28,47.55,1.43,9.8,2,0.716,23.29,1.0
4084,118,7,2,1,1,872.5,369.65,1.71,1.8,3,0.833,0.5,0.0
4085,713,1,2,2,3,4625.85,480.0,3.72,3.3,1,0.766,4.12,0.0
4086,291,7,0,3,4,6923.99,339.6,3.59,5.4,4,0.527,36.81,1.0
4087,217,6,0,1,0,9448.04,285.71,3.06,1.7,4,0.976,21.33,0.0
4088,97,1,2,1,0,12824.41,472.87,2.75,0.2,1,0.896,14.01,0.0
4089,267,0,6,2,3,3345.56,222.03,4.13,3.4,0,0.575,2.1,0.0
4090,81,2,5,3,1,2320.47,300.05,3.73,8.7,0,0.991,4.49,0.0
4091,152,0,3,1,3,14470.46,238.69,3.88,0.4,1,0.868,15.33,0.0
4092,15,4,5,1,1,2066.65,466.49,3.88,4.3,0,0.736,1.79,1.0
4093,237,0,1,1,0,7438.12,38.97,3.32,7.6,3,0.806,8.36,0.0
4094,472,7,3,0,4,8349.93,343.79,4.05,9.9,1,0.78,0.5,1.0
4095,230,3,7,3,3,1747.47,396.16,4.26,4.2,0,0.537,2.66,1.0
4096,198,6,1,1,0,1326.89,291.93,1.28,9.5,0,0.772,1.72,0.0
4097,623,5,7,3,4,2029.51,454.55,1.37,0.4,0,0.776,3.29,0.0
4098,395,2,5,2,0,8991.02,471.05,4.36,7.5,1,0.937,10.79,0.0
4099,158,1,7,1,4,8393.0,33.1,2.11,6.4,4,0.863,23.75,1.0
4100,374,1,8,3,1,3889.24,201.78,4.08,2.5,2,0.625,48.59,1.0
4101,472,1,6,3,2,9747.73,12.71,2.48,5.1,0,0.944,16.3,0.0
4102,457,6,5,1,3,12390.98,165.38,1.59,1.3,0,0.787,8.34,1.0
4103,516,6,4,1,0,1102.89,268.9,1.47,8.7,0,0.803,1.71,0.0
4104,685,4,7,2,3,7722.88,455.49,1.72,3.6,1,0.584,7.94,0.0
4105,187,1,6,1,1,10495.0,423.43,2.02,6.3,0,0.929,8.96,1.0
4106,93,5,2,3,3,4158.52,64.62,2.81,1.6,1,0.965,8.22,0.0
4107,87,1,7,3,1,4962.68,47.42,3.51,2.1,1,0.887,11.21,1.0
4108,80,3,6,2,4,9397.75,295.04,4.46,9.9,2,0.97,67.15,1.0
4109,223,5,4,0,2,13520.06,266.53,2.66,7.5,4,0.651,2.56,1.0
4110,245,5,7,1,2,12243.9,133.92,2.91,9.6,2,0.931,100.21,1.0
4111,532,7,7,2,2,8955.39,449.83,2.92,3.0,0,0.744,5.84,0.0
4112,404,6,8,2,0,11088.21,463.76,2.98,1.6,1,0.582,11.34,1.0
4113,582,5,8,1,4,5789.93,201.9,2.91,5.0,2,0.834,39.56,1.0
4114,415,3,2,0,2,9794.0,445.26,1.23,4.9,1,0.842,0.63,0.0
4115,74,6,5,3,2,7259.63,192.59,1.21,1.7,2,0.643,88.32,1.0
4116,263,0,6,2,0,3254.07,368.67,1.52,7.3,3,0.514,3.42,1.0
4117,660,6,2,0,0,8568.74,62.17,3.53,1.9,4,0.7,1.14,0.0
4118,460,7,7,3,1,5700.01,464.04,1.88,3.3,4,0.584,27.71,1.0
4119,713,3,7,1,0,13714.42,227.59,4.15,5.6,0,0.597,11.94,0.0
4120,116,5,8,0,1,803.54,367.51,4.26,7.3,1,0.696,0.5,0.0
4121,312,1,6,2,4,5078.71,184.22,4.42,4.8,3,0.981,3.96,1.0
4122,431,2,4,0,2,1324.78,10.42,4.3,5.3,0,0.882,0.5,1.0
4123,688,5,7,3,0,11614.65,51.16,2.1,1.4,4,0.66,51.73,0.0
4124,380,7,7,2,3,5304.61,345.29,1.78,9.3,3,0.823,5.62,0.0
4125,485,1,8,0,1,6241.09,348.05,4.13,0.2,2,0.734,2.5,1.0
4126,51,7,0,3,4,11465.68,349.62,4.01,5.4,1,0.705,30.06,1.0
4127,214,6,4,0,4,7085.66,352.26,2.63,6.3,1,0.616,0.5,1.0
4128,267,0,4,1,3,6478.06,246.77,3.7,9.9,1,0.693,9.4,1.0
4129,11,3,8,3,4,14053.58,457.53,1.52,10.0,3,0.764,34.53,1.0
4130,468,1,7,0,0,4137.75,245.11,1.33,8.6,4,0.764,0.74,1.0
4131,700,7,0,0,4,2246.49,225.68,3.69,0.6,3,0.881,0.5,1.0
4132,511,7,2,2,2,8975.88,100.49,2.6,9.5,1,0.679,11.14,1.0
4133,695,7,4,2,4,14555.17,154.52,4.49,6.1,1,0.858,17.5,1.0
4134,145,0,1,2,0,5978.67,22.12,1.52,8.0,3,0.789,6.09,0.0
4135,300,4,5,2,1,1399.53,317.13,4.02,4.1,4,0.981,2.78,1.0
4136,729,4,1,2,4,5419.93,125.02,2.78,3.2,4,0.693,12.36,1.0
4137,75,2,6,3,2,7836.01,152.77,3.93,4.6,2,0.951,106.41,1.0
4138,710,4,1,2,3,2847.88,385.64,3.9,1.5,2,0.91,15.05,1.0
4139,310,4,3,0,3,10042.48,164.28,4.22,3.6,1,0.819,0.87,1.0
4140,404,6,8,3,3,14967.37,121.86,2.18,8.6,0,0.827,30.09,1.0
4141,681,7,1,0,3,7050.22,85.36,4.33,0.4,1,0.542,0.62,0.0
4142,190,0,6,2,2,5643.56,387.65,1.7,1.5,0,0.975,2.68,0.0
4143,593,7,5,2,1,6310.21,65.72,1.47,1.3,1,0.553,6.03,0.0
4144,229,7,7,2,0,2169.62,227.42,2.62,4.0,3,0.782,2.03,1.0
4145,118,2,6,0,4,13307.47,253.96,3.93,10.0,3,0.665,0.5,1.0
4146,164,4,5,3,2,6514.97,344.01,2.76,1.7,2,0.715,79.64,1.0
4147,329,6,3,0,4,6115.48,317.01,3.94,1.5,2,0.805,2.89,1.0
4148,105,4,6,0,0,10065.51,405.55,3.61,9.2,3,0.954,1.25,0.0
4149,77,6,4,2,3,6909.48,23.33,1.89,8.8,4,0.729,17.2,1.0
4150,256,5,7,2,2,9899.39,148.92,4.33,0.3,0,0.994,6.33,0.0
4151,401,5,7,3,2,1390.97,140.79,1.4,7.5,3,0.796,3.73,0.0
4152,176,7,4,2,2,12298.99,73.86,4.16,6.6,3,0.58,11.79,0.0
4153,476,0,6,1,0,14137.31,145.3,2.2,7.7,4,0.595,40.75,1.0
4154,436,6,2,2,4,9907.1,155.57,2.85,4.9,0,0.858,6.91,0.0
4155,404,2,4,2,3,14341.21,261.42,2.59,9.9,3,0.525,15.21,0.0
4156,122,2,6,1,1,2695.77,332.19,1.77,0.4,2,0.74,15.05,1.0
4157,559,4,0,0,2,7422.53,191.17,2.38,2.3,0,0.574,0.72,1.0
4158,3,4,3,0,3,9226.2,360.02,1.84,4.0,0,0.717,0.5,0.0
4159,356,0,5,1,1,8935.18,168.75,1.87,4.5,4,0.875,23.08,1.0
4160,316,0,3,0,2,6321.2,145.85,1.82,9.2,3,0.729,0.5,1.0
4161,339,6,4,3,2,5402.22,271.05,2.81,5.6,0,0.582,9.47,0.0
4162,459,4,0,3,3,2338.95,12.83,3.83,0.5,2,0.626,26.88,1.0
4163,153,4,3,2,4,6180.27,40.81,3.08,4.1,1,0.684,6.29,0.0
4164,108,6,2,1,3,2858.58,209.57,4.15,4.2,4,0.535,7.52,1.0
4165,346,2,4,1,1,11148.3,471.51,3.3,9.7,3,0.792,14.05,1.0
4166,195,2,8,0,0,3528.05,361.03,3.47,6.0,1,0.804,0.5,1.0
4167,11,5,3,3,1,1349.2,44.98,3.4,6.4,4,0.531,7.99,1.0
4168,133,7,3,1,4,8509.31,423.31,2.68,7.1,2,0.701,64.17,1.0
4169,389,0,6,0,1,9130.83,366.42,3.47,7.7,3,0.707,1.34,1.0
4170,533,2,7,0,2,13142.74,305.86,1.43,6.4,1,0.667,2.25,1.0
4171,543,7,5,3,4,8866.23,410.33,4.04,2.4,1,0.779,20.54,0.0
4172,254,0,7,0,4,5509.47,202.65,3.77,8.7,3,0.673,0.82,1.0
4173,508,4,1,3,3,12143.67,111.53,2.01,7.3,4,0.708,68.8,1.0
4174,588,1,2,0,0,8334.04,256.5,3.73,7.4,1,0.899,0.5,0.0
4175,380,4,8,3,3,1649.56,274.87,1.24,10.0,2,0.581,27.36,1.0
4176,109,6,0,3,2,8704.83,269.62,1.92,8.0,1,0.81,24.73,1.0
4177,643,3,7,1,0,13666.27,282.97,1.41,8.3,1,0.753,19.67,1.0
4178,376,2,1,3,0,6246.53,474.4,3.77,9.5,0,0.653,13.1,0.0
4179,187,7,5,1,4,4796.72,451.22,3.69,1.5,4,0.864,10.49,1.0
4180,604,6,5,2,0,2580.31,437.98,3.88,5.0,2,0.776,15.7,1.0
4181,675,4,2,2,2,2695.96,400.91,1.21,5.8,0,0.739,2.22,1.0
4182,417,0,2,1,4,6775.19,471.77,2.85,3.3,3,0.834,7.5,0.0
4183,483,3,7,1,4,9137.36,50.15,3.53,8.4,0,0.901,9.27,1.0
4184,314,1,3,2,4,1668.92,133.3,1.71,7.6,0,0.986,1.93,1.0
4185,250,6,2,1,1,14123.74,248.03,3.34,7.2,1,0.815,20.22,0.0
4186,575,5,1,2,2,11449.44,423.42,1.48,10.0,3,0.937,12.41,0.0
4187,159,3,2,3,3,9006.05,253.08,1.8,2.6,4,0.501,42.97,1.0
4188,146,6,1,3,3,12512.36,374.27,2.77,7.4,1,0.765,35.99,0.0
4189,51,2,5,3,3,1662.71,70.34,3.36,5.5,4,0.607,8.94,1.0
4190,13,0,1,0,2,7414.16,126.95,1.68,3.1,2,0.547,3.68,1.0
4191,76,5,3,2,3,9636.35,366.16,1.81,1.6,3,0.766,7.7,0.0
4192,352,2,1,2,3,12515.47,83.2,1.87,9.0,1,0.873,15.84,1.0
4193,191,5,2,2,2,11860.31,176.33,1.99,6.0,0,0.706,8.8,0.0
4194,159,2,4,1,1,4517.5,133.17,1.95,8.2,2,0.835,36.16,1.0
4195,99,1,4,1,2,14142.76,175.58,2.5,5.5,3,0.745,15.93,0.0
4196,259,6,6,2,4,2303.01,354.45,3.36,2.2,4,0.719,4.1,0.0
4197,376,2,8,2,4,13189.44,184.56,2.65,3.4,3,0.645,10.68,1.0
4198,248,7,2,2,4,14578.63,278.08,3.76,3.8,1,0.691,16.07,1.0
4199,160,1,0,1,1,3068.73,50.87,3.57,9.7,3,0.675,4.07,1.0
4200,644,0,1,2,3,10969.96,402.7,1.62,0.1,1,0.823,10.16,0.0
4201,208,4,1,2,3,1084.14,185.57,1.36,9.9,2,0.558,8.16,1.0
4202,95,7,2,1,3,6378.63,324.62,4.1,9.8,4,0.546,19.68,1.0
4203,694,4,0,3,2,7986.11,362.97,1.46,10.0,0,0.83,16.78,0.0
4204,713,7,1,2,4,8919.36,105.62,1.69,4.8,3,0.773,8.02,0.0
4205,608,6,1,0,1,14071.09,442.45,1.27,9.6,2,0.715,8.26,1.0
4206,472,3,1,2,1,10247.63,308.5,3.27,4.0,2,0.576,58.61,1.0
4207,123,4,6,1,2,7478.53,214.93,3.12,0.3,1,0.706,8.51,0.0
4208,525,0,6,2,0,12240.29,91.99,4.46,2.2,1,0.895,11.99,0.0
4209,252,6,0,1,4,819.96,377.78,2.56,0.1,0,0.851,0.68,0.0
4210,705,7,5,1,2,14746.56,104.8,2.43,5.5,0,0.53,12.89,1.0
4211,529,5,5,3,1,1748.92,169.52,2.18,0.8,3,0.835,3.36,0.0
4212,273,2,5,3,4,12308.61,405.03,1.7,2.9,3,0.62,23.11,1.0
4213,139,1,0,2,0,4564.85,348.14,1.66,0.9,3,0.658,4.07,0.0
4214,187,3,6,0,2,2416.61,383.13,1.64,8.6,3,0.598,0.53,1.0
4215,118,4,0,1,2,6877.91,221.16,1.58,5.9,0,0.888,5.72,1.0
4216,295,5,2,1,4,9837.37,358.52,1.99,9.0,4,0.824,30.59,1.0
4217,278,0,8,0,0,6023.8,193.86,2.21,6.9,3,0.806,0.59,0.0
4218,504,4,0,2,0,1291.2,106.42,4.37,9.7,4,0.834,3.06,1.0
4219,463,7,6,0,1,9192.19,316.71,3.11,5.1,3,0.618,1.27,0.0
4220,652,4,6,3,2,13584.85,488.03,4.46,6.4,1,0.722,37.59,0.0
4221,667,1,6,2,2,6056.62,155.99,2.43,5.8,0,0.817,3.76,0.0
4222,356,2,4,1,2,3636.83,231.02,2.71,4.8,0,0.818,2.87,1.0
4223,455,5,7,2,0,6917.37,337.33,2.27,8.5,2,0.896,47.01,1.0
4224,37,3,8,0,0,1201.26,271.21,1.8,6.4,1,0.644,0.5,0.0
4225,55,2,0,2,3,12397.07,421.87,1.67,8.0,2,0.885,82.73,1.0
4226,329,7,1,2,4,12481.94,381.11,4.32,7.9,2,0.72,82.89,1.0
4227,211,0,6,3,4,9026.01,30.09,4.46,1.9,3,0.835,15.89,1.0
4228,135,3,5,3,1,5619.99,499.21,1.35,6.5,4,0.728,31.16,1.0
4229,513,7,2,1,4,12096.86,376.45,1.7,2.0,2,0.974,73.92,1.0
4230,699,4,5,0,4,8542.96,432.09,2.6,5.8,4,0.59,1.13,1.0
4231,646,2,8,2,4,12476.02,325.95,1.81,6.8,1,0.838,15.37,1.0
4232,586,2,1,0,1,9656.15,428.29,2.4,10.0,4,0.788,2.68,1.0
4233,270,4,0,1,2,11873.88,57.08,1.63,0.3,1,0.586,12.41,0.0
4234,140,4,6,0,3,9179.16,174.52,2.71,0.9,4,0.533,1.4,1.0
4235,391,7,3,3,2,6505.05,438.33,2.1,0.8,4,0.9,28.51,1.0
4236,25,4,3,1,4,14390.21,101.63,2.36,4.0,1,0.579,17.88,0.0
4237,521,4,5,2,1,8346.15,40.04,1.51,8.2,4,0.593,20.06,1.0
4238,175,0,4,3,0,9273.8,394.27,2.61,8.4,3,0.989,22.22,1.0
4239,51,2,1,0,4,3697.07,417.91,4.44,7.4,3,0.859,0.5,0.0
4240,456,5,1,1,1,9571.94,82.16,2.29,9.0,4,0.625,28.69,1.0
4241,408,1,0,1,0,8788.31,427.32,4.09,3.2,4,0.795,21.99,1.0
4242,727,7,0,3,2,3180.16,343.7,3.98,0.9,4,0.767,13.77,1.0
4243,605,6,6,0,4,1364.01,260.52,4.34,0.6,4,0.922,0.5,0.0
4244,289,1,5,0,1,9263.21,415.29,3.81,8.5,0,0.865,0.94,0.0
4245,212,6,8,2,4,11573.54,210.21,3.38,7.3,0,0.916,9.66,1.0
4246,19,4,2,2,4,8089.32,97.8,4.03,7.0,2,0.606,51.52,1.0
4247,297,7,7,0,0,3788.2,143.14,1.45,3.4,0,0.82,0.5,0.0
4248,259,5,7,2,0,10164.57,253.08,2.73,3.8,2,0.52,57.62,1.0
4249,403,4,2,1,4,1661.53,266.13,4.46,9.6,4,0.534,5.26,1.0
4250,48,5,1,0,4,6906.59,402.98,3.74,0.6,0,0.857,0.52,0.0
4251,168,6,3,3,2,2868.82,395.89,4.37,7.7,3,0.512,7.92,0.0
4252,569,5,5,1,3,3174.66,291.1,3.77,3.1,1,0.79,3.23,0.0
4253,203,4,5,1,2,3433.26,390.61,4.09,0.4,1,0.92,4.14,0.0
4254,64,4,1,1,4,6107.25,96.69,3.53,7.4,3,0.69,7.57,1.0
4255,491,6,4,2,3,1241.68,25.98,3.71,3.3,2,0.522,7.14,1.0
4256,567,0,5,1,4,6268.0,436.94,2.93,7.2,0,0.857,5.6,1.0
4257,584,1,5,1,0,7919.76,38.7,4.25,7.1,4,0.965,23.17,1.0
4258,455,3,8,2,4,7507.77,124.1,3.92,5.3,3,0.859,5.7,0.0
4259,356,5,3,2,4,6050.37,347.96,3.98,7.8,0,0.789,4.66,0.0
4260,205,4,6,0,2,12667.63,205.31,3.42,5.8,3,0.615,1.61,1.0
4261,407,4,2,1,2,2607.24,438.28,2.21,2.9,2,0.508,16.38,1.0
4262,641,0,3,1,3,7832.6,149.69,1.32,7.3,2,0.847,60.29,1.0
4263,390,5,0,1,4,1399.6,6.92,4.29,5.9,0,0.616,0.5,0.0
4264,303,4,7,1,1,1531.76,151.03,3.13,0.1,2,0.929,8.01,1.0
4265,371,3,6,0,3,8821.05,289.46,2.18,9.0,3,0.733,0.53,1.0
4266,383,3,5,1,1,8707.27,188.59,1.69,5.5,1,0.765,11.75,1.0
4267,370,1,2,1,2,13231.49,267.9,3.94,8.7,1,0.877,19.66,1.0
4268,548,3,6,1,1,14416.97,456.33,3.89,4.4,4,0.821,37.43,1.0
4269,129,1,2,3,3,1206.08,133.72,3.33,5.1,0,0.969,2.86,0.0
4270,354,6,1,2,3,1921.11,231.61,2.41,4.2,2,0.991,10.84,1.0
4271,535,2,7,0,4,1138.95,275.02,2.2,4.5,4,0.973,0.5,0.0
4272,561,0,8,0,2,3186.51,474.61,1.23,9.0,1,0.912,0.5,1.0
4273,354,0,1,1,1,8348.42,499.31,3.95,7.9,0,0.853,8.2,0.0
4274,315,5,2,1,3,9860.8,118.47,1.49,1.3,4,0.832,22.17,0.0
4275,42,1,0,2,1,1160.98,363.76,3.28,6.1,1,0.552,1.38,1.0
4276,663,1,4,1,4,14216.58,189.64,2.86,10.0,3,0.636,17.71,0.0
4277,177,0,4,0,1,12711.4,5.05,2.94,6.0,3,0.503,0.63,1.0
4278,266,0,2,1,0,4800.88,5.62,4.26,7.9,0,0.569,4.97,0.0
4279,463,5,4,2,1,1619.22,230.82,1.3,7.7,0,0.72,2.17,0.0
4280,433,1,2,1,4,2963.36,244.68,3.75,3.5,4,0.573,6.15,1.0
4281,212,7,1,3,4,2340.69,12.26,1.37,3.7,2,0.951,30.8,1.0
4282,172,0,3,0,1,2287.61,343.78,1.33,7.2,3,0.903,0.5,0.0
4283,434,0,2,0,3,8019.14,147.71,2.62,5.0,3,0.536,0.5,1.0
4284,101,6,2,0,4,4064.79,280.39,1.41,5.7,3,0.624,0.5,1.0
4285,668,3,4,3,4,5693.03,151.16,3.8,7.1,4,0.91,32.37,1.0
4286,508,5,5,1,4,14847.83,84.4,2.95,7.8,4,0.902,43.16,1.0
4287,688,5,2,2,2,10422.56,204.18,1.3,2.7,0,0.973,7.78,0.0
4288,317,3,4,0,1,14260.22,116.9,1.33,1.5,0,0.999,0.8,0.0
4289,651,0,4,2,4,2567.07,267.87,3.22,2.9,0,0.988,0.87,0.0
4290,174,1,4,0,3,6041.02,100.22,3.86,5.1,3,0.705,0.5,0.0
4291,390,3,1,1,1,8543.61,254.69,2.64,3.4,1,0.625,9.73,0.0
4292,619,1,5,3,2,1612.99,79.53,3.03,5.7,3,0.879,2.85,1.0
4293,542,3,8,0,1,560.72,335.82,3.84,0.5,2,0.65,0.53,1.0
4294,650,0,2,0,2,10221.3,377.21,3.21,5.1,3,0.903,0.9,0.0
4295,483,1,7,3,2,9806.38,56.09,1.94,3.7,1,0.767,24.48,1.0
4296,578,6,0,3,4,6456.44,234.43,3.22,5.3,0,0.897,11.19,1.0
4297,700,2,6,2,1,7599.84,36.36,3.27,4.2,3,0.638,6.97,0.0
4298,326,5,2,0,1,6523.92,299.49,3.62,2.8,0,0.754,0.5,0.0
4299,589,1,7,3,1,848.07,132.94,3.25,9.0,2,0.782,14.24,1.0
4300,73,4,1,0,2,5362.89,264.28,4.4,1.8,1,0.972,0.63,0.0
4301,165,5,1,3,4,3067.69,259.21,1.85,6.8,1,0.633,8.46,0.0
4302,515,4,3,2,3,1927.15,462.25,4.34,9.2,4,0.968,5.14,1.0
4303,147,7,7,3,3,14372.45,274.99,2.98,5.4,1,0.902,38.0,0.0
4304,599,7,1,2,2,9190.72,291.92,3.42,8.8,1,0.865,12.6,1.0
4305,698,2,0,1,3,11065.52,201.42,1.53,1.2,0,0.893,8.29,0.0
4306,613,1,4,1,4,5072.77,474.59,2.46,4.9,2,0.803,35.14,1.0
4307,699,0,3,1,4,6200.63,388.82,3.74,4.6,0,0.622,5.17,0.0
4308,444,0,6,0,3,3935.4,143.42,3.53,0.1,1,0.595,0.73,0.0
4309,720,0,2,1,2,1906.0,422.26,1.33,4.4,1,0.933,2.78,1.0
4310,236,2,8,2,4,3095.96,216.77,3.0,3.7,1,0.863,3.14,1.0
4311,235,0,1,1,4,12063.95,414.5,1.49,6.7,0,0.607,10.61,1.0
4312,572,1,4,1,3,10324.41,411.62,4.49,9.4,2,0.808,83.82,1.0
4313,262,3,4,2,3,8430.47,95.25,4.16,0.9,3,0.724,6.19,0.0
4314,256,6,8,0,0,7388.8,350.87,1.27,3.3,1,0.579,1.35,0.0
4315,330,0,2,0,4,13875.3,146.03,4.03,4.4,1,0.766,1.2,0.0
4316,281,7,2,3,2,1554.66,149.45,4.23,4.6,3,0.641,2.88,0.0
4317,243,6,1,0,0,4568.71,148.88,2.37,7.7,2,0.548,1.76,1.0
4318,127,0,6,3,4,5574.1,363.06,3.57,4.4,4,0.733,29.13,1.0
4319,547,5,3,3,2,11845.17,115.68,2.66,0.3,0,0.795,16.96,0.0
4320,165,4,2,1,1,14891.46,1.45,3.36,7.1,1,0.523,21.42,1.0
4321,451,0,1,1,3,3989.72,357.9,2.32,8.8,1,0.701,6.48,0.0
4322,530,3,2,2,0,13177.46,86.42,2.26,5.1,1,0.629,14.71,0.0
4323,291,2,4,1,1,12544.03,53.14,2.6,5.8,0,0.515,11.28,0.0
4324,422,1,4,2,2,3757.53,119.52,1.68,1.6,1,0.563,4.37,1.0
4325,237,2,7,3,2,6290.32,190.57,3.94,2.2,3,0.57,11.73,1.0
4326,701,7,3,0,0,6440.26,238.48,2.35,2.4,0,0.591,0.67,0.0
4327,349,0,8,0,2,14684.2,23.24,2.52,4.3,1,0.902,1.83,0.0
4328,77,0,4,3,4,3122.93,485.32,4.15,9.3,3,0.72,7.94,1.0
4329,182,4,3,3,4,12087.79,358.32,2.84,5.2,0,0.574,21.1,0.0
4330,175,4,5,0,2,5345.79,162.27,3.0,1.9,4,0.55,0.9,1.0
4331,489,1,0,1,4,11097.62,160.03,4.36,2.7,2,0.649,70.24,1.0
4332,654,7,0,3,3,6590.16,224.82,4.13,3.8,2,0.899,87.67,1.0
4333,490,2,8,0,3,8886.22,313.5,1.76,6.2,2,0.682,5.44,1.0
4334,649,7,3,3,0,12572.87,74.04,2.76,4.4,1,0.58,32.23,0.0
4335,83,5,3,0,0,12160.4,95.28,4.41,3.9,2,0.702,6.36,1.0
4336,61,3,4,2,2,13063.14,429.86,2.43,5.6,0,0.778,9.75,0.0
4337,616,1,6,1,1,1364.45,128.87,2.43,2.4,4,0.515,2.9,1.0
4338,553,5,3,2,2,10534.73,190.72,1.84,0.8,0,0.814,6.91,0.0
4339,4,3,8,1,2,2529.82,435.76,1.58,0.2,2,0.698,13.94,1.0
4340,467,4,8,2,3,6529.37,331.91,3.64,2.5,1,0.505,6.55,0.0
4341,724,5,0,0,1,8454.53,171.51,3.74,0.9,2,0.837,4.37,1.0
4342,686,7,7,1,3,6339.72,342.17,4.4,3.4,3,0.856,6.78,0.0
4343,619,6,2,1,3,8034.37,10.82,3.75,7.7,0,0.814,7.89,0.0
4344,543,6,1,2,1,14949.63,368.09,2.0,7.2,3,0.671,14.35,1.0
4345,200,0,6,3,0,2460.65,244.02,1.33,6.1,3,0.765,5.29,1.0
4346,509,0,1,2,0,10294.11,406.78,4.45,8.5,1,0.694,13.54,1.0
4347,255,6,0,3,0,6242.01,477.36,2.32,2.8,4,0.85,29.66,0.0
4348,237,4,6,0,1,2428.64,462.97,2.23,8.9,4,0.792,0.5,1.0
4349,692,0,1,3,0,2801.68,454.72,4.19,4.0,1,0.541,7.61,0.0
4350,687,5,2,1,2,14264.46,256.57,3.13,4.0,4,0.822,35.77,0.0
4351,680,0,7,1,1,13254.22,180.71,1.91,4.1,2,0.844,88.27,1.0
4352,186,3,5,1,0,13652.11,233.05,4.13,1.0,1,0.685,15.16,0.0
4353,192,3,1,0,3,14877.23,345.26,4.48,9.8,1,0.938,2.21,1.0
4354,662,0,3,1,1,3520.57,442.11,1.49,1.4,4,0.922,7.34,1.0
4355,187,3,4,1,4,5653.87,104.29,4.05,3.4,0,0.588,4.5,0.0
4356,41,0,1,2,2,10203.68,459.18,2.49,3.2,2,0.952,56.22,1.0
4357,650,6,3,2,4,7515.14,407.77,2.93,0.7,2,0.72,37.35,1.0
4358,101,6,6,0,4,6566.65,489.45,4.22,1.5,0,0.862,0.68,0.0
4359,505,2,6,3,3,5688.26,440.25,4.41,0.4,1,0.907,11.84,0.0
4360,355,5,2,3,4,9109.82,140.69,2.07,2.9,0,0.753,13.76,0.0
4361,385,3,8,0,0,8846.1,53.87,1.9,8.7,4,0.7,2.5,1.0
4362,428,4,7,1,0,2841.14,57.01,1.47,3.4,3,0.958,2.21,0.0
4363,581,0,8,3,0,7340.23,146.32,3.05,1.2,2,0.615,86.74,1.0
4364,699,3,2,0,1,8525.34,307.48,1.24,6.5,0,0.628,0.52,1.0
4365,707,7,1,1,0,8769.16,402.36,2.56,10.0,1,0.681,13.77,1.0
4366,569,5,2,0,0,3546.55,449.73,1.44,2.3,4,0.93,1.44,0.0
4367,150,1,6,0,4,11262.94,312.25,2.54,2.8,2,0.969,6.87,1.0
4368,261,7,2,2,4,865.39,3.81,1.33,9.7,0,0.61,0.5,1.0
4369,61,6,0,0,3,5645.06,93.97,3.96,1.8,2,0.932,3.05,1.0
4370,496,6,8,0,1,11813.08,50.76,1.89,5.1,1,0.629,1.08,1.0
4371,232,0,5,3,1,8676.45,182.3,2.28,2.4,0,0.985,14.02,0.0
4372,718,0,2,0,0,4286.86,251.17,4.07,9.3,3,0.799,0.87,1.0
4373,707,3,0,0,1,10576.82,22.66,3.66,9.8,4,0.504,3.17,1.0
4374,448,0,6,1,0,8727.17,174.89,1.92,8.1,3,0.517,10.38,0.0
4375,460,5,2,2,2,12045.53,90.41,1.44,3.1,4,0.574,24.45,1.0
4376,495,5,8,1,1,11157.87,323.89,3.56,4.0,0,0.594,9.78,0.0
4377,151,2,3,0,1,9346.56,232.67,2.49,2.4,2,0.884,4.43,1.0
4378,516,5,2,1,3,7578.58,248.16,3.73,8.9,1,0.611,11.29,1.0
4379,118,5,8,2,3,2431.14,214.42,2.67,9.1,0,0.985,1.87,0.0
4380,487,4,8,0,0,4289.33,478.05,2.34,4.2,0,0.818,0.77,0.0
4381,329,1,6,3,1,6576.94,108.15,2.69,6.6,2,0.846,97.87,1.0
4382,135,5,1,3,3,9189.84,258.82,3.67,1.7,0,0.609,13.22,0.0
4383,578,6,5,1,2,7948.76,368.27,4.18,4.3,4,0.946,20.47,1.0
